title,url,year,tags,decade,urlMinusVaultId,isMusical,isComedy,isDrama,isPlay,tags_simplified,description,qasset,weeks
An African Millionaire,/production/an-african-millionaire-princess-theatre-vault-0000012912,1903,Broadway/Comedy/Original,1900,/production/an-african-millionaire-princess-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea8-d936-a7fd-eefc2a4b0003,0
The Shepherd King,/production/the-shepherd-king-knickerbocker-theatre-vault-0000000638,1903,Broadway/Drama/Musical/Original,1900,/production/the-shepherd-king-knickerbocker-theatre,True,False,True,False,Other,,00000150-aea1-d936-a7fd-eef5d4d90001,0
My Milliner's Bill / Marietta / the Hour Glass,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre-vault-0000012143,1903,Broadway/One Act/Original,1900,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef7518a0004,0
My Milliner's Bill / Marietta / the Hour Glass,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre-vault-0000012141,1903,Broadway/Comedy/Original,1900,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef76ad90003,0
My Milliner's Bill / Marietta / the Hour Glass,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre-vault-0000012142,1903,Broadway/One Act/Original,1900,/production/my-milliners-bill-marietta-the-hour-glass-garrick-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef76ad90004,0
My Milliner's Bill,/production/my-milliners-bill-garrick-theatre-vault-0000012144,1903,Broadway/One Act,1900,/production/my-milliners-bill-garrick-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef76ada0000,0
Driven from Home,/production/driven-from-home-star-theatre-vault-0000013015,1903,Broadway/Drama/Original,1900,/production/driven-from-home-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7dae40004,0
Love's Pilgrimage,/production/loves-pilgrimage-wallacks-theatre-vault-0000009274,1903,Broadway/Original/Play,1900,/production/loves-pilgrimage-wallacks-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5e5da0002,0
Pillars of Society,/production/pillars-of-society-lyric-theatre-vault-0000007545,1903,Broadway/Drama/Play,1900,/production/pillars-of-society-lyric-theatre,False,False,True,True,Other,,00000150-aea4-d936-a7fd-eef4c4bb0004,0
Camille,/production/mme-sarah-bernhardt-harlem-opera-house-vault-0000005438,1903,Broadway/Drama/Original/Play,1900,/production/mme-sarah-bernhardt-harlem-opera-house,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea3-d936-a7fd-eef7d22f0002,0
Camille,/production/mme-sarah-bernhardt-hudson-theatre-vault-0000006022,1903,Broadway/Drama/Original/Play,1900,/production/mme-sarah-bernhardt-hudson-theatre,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea4-d936-a7fd-eef442a90001,0
Wang,/production/wang-lyric-theatre-vault-0000007544,1903,Broadway/Operetta,1900,/production/wang-lyric-theatre,False,False,False,False,Other,,00000150-aea4-d936-a7fd-eef4c4bb0003,0
Camille,/production/mme-sarah-bernhardt-garrick-theatre-vault-0000012140,1903,Broadway/Drama/Original/Play,1900,/production/mme-sarah-bernhardt-garrick-theatre,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea7-d936-a7fd-eef76ad90002,0
Tit for Tat,/production/tit-for-tat-savoy-theatre-vault-0000012223,1903,Broadway/Farce/Original,1900,/production/tit-for-tat-savoy-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef76ade0000,0
The Crown Prince,/production/the-crown-prince-madison-square-roof-garden-vault-0000007681,1903,Broadway/Original/Play,1900,/production/the-crown-prince-madison-square-roof-garden,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4f9640001,0
A Venetian Romance,/production/a-venetian-romance-knickerbocker-theatre-vault-0000000637,1903,Broadway/Comedy/Opera/Original,1900,/production/a-venetian-romance-knickerbocker-theatre,False,True,False,False,Other,,00000150-aea1-d936-a7fd-eef5dd590002,0
Two Little Sailor Boys,/production/two-little-sailor-boys-academy-of-music-vault-0000000743,1903,Broadway/Musical,1900,/production/two-little-sailor-boys-academy-of-music,True,False,False,False,Other,,00000150-aea1-d936-a7fd-eef5dd620002,0
When Knighthood Was in Flower,/production/when-knighthood-was-in-flower-empire-theatre-vault-0000004122,1903,Broadway/Play,1900,/production/when-knighthood-was-in-flower-empire-theatre,False,False,False,True,Other,,00000150-aea3-d936-a7fd-eef7525e0005,0
The Man from China,/production/the-man-from-china-majestic-theatre-vault-0000007816,1903,Broadway/Comedy/Musical/Original,1900,/production/the-man-from-china-majestic-theatre,True,True,False,False,Other,,00000150-aea5-d936-a7fd-eef542a40003,0
Yvette,/production/yvette-knickerbocker-theatre-vault-0000000636,1903,Broadway/Musical/Original,1900,/production/yvette-knickerbocker-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea1-d936-a7fd-eef5d4d90000,0
Ingomar,/production/ingomar-empire-theatre-vault-0000004121,1903,Broadway/Play,1900,/production/ingomar-empire-theatre,False,False,False,True,Other,,00000150-aea3-d936-a7fd-eef7525e0002,0
The Southerners,/production/the-southerners-new-york-theatre-vault-0000011768,1903,Broadway/Musical/Original,1900,/production/the-southerners-new-york-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef70d4f0003,0
A Little Bit of Everything,/production/a-little-bit-of-everything-broadway-theatre-vault-0000002241,1904,Broadway/Original,1900,/production/a-little-bit-of-everything-broadway-theatre,False,False,False,False,Broadway/Original,,00000150-ae98-d936-a7fd-eefc62860001,0
A Little Bit of Everything,/production/a-little-bit-of-everything-aerial-gardens-vault-0000000842,1904,Broadway/Original,1900,/production/a-little-bit-of-everything-aerial-gardens,False,False,False,False,Broadway/Original,,00000150-aea2-d936-a7fd-eef607b80009,0
The Black Mask,/production/the-black-mask-grand-opera-house-vault-0000012479,1904,Off-Broadway/Play,1900,/production/the-black-mask-grand-opera-house,False,False,False,True,Other,,00000150-aea7-d936-a7fd-eef76af60001,0
Fighting Bob,/production/fighting-bob-fifth-avenue-theatre-vault-0000011940,1904,Broadway/Drama/Original,1900,/production/fighting-bob-fifth-avenue-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef732bf0004,0
Paris by Night,/production/paris-by-night-madison-square-roof-garden-vault-0000007680,1904,Broadway/Musical/Original/Revue,1900,/production/paris-by-night-madison-square-roof-garden,True,False,False,False,Other,,00000150-aea4-d936-a7fd-eef4f9640000,0
The Maid and the Mummy,/production/the-maid-and-the-mummy-new-york-theatre-vault-0000011767,1904,Broadway/Musical/Original,1900,/production/the-maid-and-the-mummy-new-york-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef70d4f0002,0
Checkers,/production/checkers-academy-of-music-vault-0000000742,1904,Broadway/Musical/Play,1900,/production/checkers-academy-of-music,True,False,False,True,Other,,00000150-aea1-d936-a7fd-eef5dd620001,0
Military Mad,/production/military-mad-garrick-theatre-vault-0000012139,1904,Broadway/Comedy/Original,1900,/production/military-mad-garrick-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef7518a0003,0
Dealers in White Women,/production/dealers-in-white-women-star-theatre-vault-0000013014,1904,Broadway/Drama/Original,1900,/production/dealers-in-white-women-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7e2e50002,0
The Isle of Spice,/production/the-isle-of-spice-majestic-theatre-vault-0000007815,1904,Broadway/Comedy/Musical/Original,1900,/production/the-isle-of-spice-majestic-theatre,True,True,False,False,Other,,00000150-aea4-d936-a7fd-eef4dee60000,0
The Dictator,/production/the-dictator-criterion-theatre-vault-0000011870,1904,Broadway/Farce/Original,1900,/production/the-dictator-criterion-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef77a460001,0
Jack's Little Surprise,/production/jacks-little-surprise-princess-theatre-vault-0000012910,1904,Broadway/Farce/Original,1900,/production/jacks-little-surprise-princess-theatre,False,False,False,False,Other,,00000150-aea8-d936-a7fd-eefc2a4b0002,0
Girls Will Be Girls,/production/girls-will-be-girls-haverlys-14th-street-theatre-vault-0000000087,1904,Broadway/Musical/Original,1900,/production/girls-will-be-girls-haverlys-14th-street-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-ae98-d936-a7fd-eefc62140001,0
The White Tigress of Japan,/production/the-white-tigress-of-japan-american-theatre-vault-0000001182,1904,Broadway/Original/Play,1900,/production/the-white-tigress-of-japan-american-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef629b40001,0
In Dahomey,/production/in-dahomey-grand-opera-house-vault-0000012478,1904,Musical/Off-Broadway,1900,/production/in-dahomey-grand-opera-house,True,False,False,False,Other,,00000150-aea7-d936-a7fd-eef76af60000,0
The School Girl,/production/the-school-girl-herald-square-theatre-vault-0000005714,1904,Broadway/Musical/Original,1900,/production/the-school-girl-herald-square-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea3-d936-a7fd-eef7ea270003,0
The Royal Chef,/production/the-royal-chef-lyric-theatre-vault-0000007543,1904,Broadway/Comedy/Musical/Opera/Original,1900,/production/the-royal-chef-lyric-theatre,True,True,False,False,Other,,00000150-aea4-d936-a7fd-eef4c4bb0002,0
The County Chairman,/production/the-county-chairman-wallacks-theatre-vault-0000009273,1904,Broadway/Opera/Original,1900,/production/the-county-chairman-wallacks-theatre,False,False,False,False,Other,,00000150-aea6-d936-a7fd-eef600be0000,0
The School Girl,/production/the-school-girl-dalys-theatre-vault-0000012779,1904,Broadway/Musical/Original,1900,/production/the-school-girl-dalys-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef7e2da0000,0
Mrs. Wiggs of the Cabbage Patch,/production/mrs-wiggs-of-the-cabbage-patch-savoy-theatre-vault-0000012222,1904,Broadway/Comedy/Original,1900,/production/mrs-wiggs-of-the-cabbage-patch-savoy-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef76add0004,0
A Madcap Princess,/production/a-madcap-princess-knickerbocker-theatre-vault-0000000635,1904,Broadway/Opera/Original,1900,/production/a-madcap-princess-knickerbocker-theatre,False,False,False,False,Other,,00000150-aea1-d936-a7fd-eef5dd590001,0
The Duke of Killicrankie,/production/the-duke-of-killicrankie-empire-theatre-vault-0000004120,1904,Broadway/Farce/Original,1900,/production/the-duke-of-killicrankie-empire-theatre,False,False,False,False,Other,,00000150-aea3-d936-a7fd-eef7525e0001,0
The Spellbinder,/production/the-spellbinder-herald-square-theatre-vault-0000005715,1904,Broadway/Comedy/Original,1900,/production/the-spellbinder-herald-square-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea3-d936-a7fd-eef7ea270004,0
The Rogers Brothers in Paris,/production/the-rogers-brothers-in-paris-liberty-theatre-vault-0000006679,1904,Broadway/Farce/Musical/Original/Vaudeville,1900,/production/the-rogers-brothers-in-paris-liberty-theatre,True,False,False,False,Other,,00000150-aea4-d936-a7fd-eef44f800000,0
The Rogers Brothers in Paris,/production/the-rogers-brothers-in-paris-new-amsterdam-theatre-vault-0000008859,1904,Broadway/Farce/Musical/Original/Vaudeville,1900,/production/the-rogers-brothers-in-paris-new-amsterdam-theatre,True,False,False,False,Other,,00000150-aea5-d936-a7fd-eef5a95b0001,0
Are You a Mason?,/production/are-you-a-mason-garrick-theatre-vault-0000012138,1904,Broadway/Farce/Play,1900,/production/are-you-a-mason-garrick-theatre,False,False,False,True,Other,,00000150-aea7-d936-a7fd-eef76ad90001,0
The Street Singer,/production/the-street-singer-american-theatre-vault-0000001181,1904,Broadway/Musical/Original,1900,/production/the-street-singer-american-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea2-d936-a7fd-eef629b40000,0
Letty,/production/letty-hudson-theatre-vault-0000006021,1904,Broadway/Drama/Original,1900,/production/letty-hudson-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea4-d936-a7fd-eef4369d0001,0
The Old Homestead,/production/the-old-homestead-new-york-theatre-vault-0000011766,1904,Broadway/Musical/Original/Play,1900,/production/the-old-homestead-new-york-theatre,True,False,False,True,Other,,00000150-aea7-d936-a7fd-eef70d4f0001,0
The Serio-comic Governess,/production/the-serio-comic-governess-lyceum-theatre-vault-0000007372,1904,Broadway/Original/Play,1900,/production/the-serio-comic-governess-lyceum-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4ac2e0001,0
Becky Sharp,/production/becky-sharp-manhattan-theatre-vault-0000010687,1904,Broadway/Comedy/Play,1900,/production/becky-sharp-manhattan-theatre,False,True,False,True,Other,,00000150-aea6-d936-a7fd-eef6816c0006,0
Taps,/production/taps-lyric-theatre-vault-0000007542,1904,Broadway/Original,1900,/production/taps-lyric-theatre,False,False,False,False,Broadway/Original,,00000150-aea4-d936-a7fd-eef4c4bb0001,0
Business Is Business,/production/business-is-business-criterion-theatre-vault-0000011869,1904,Broadway/Comedy/Original,1900,/production/business-is-business-criterion-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef77a460000,0
The Coronet of the Duchess,/production/the-coronet-of-the-duchess-garrick-theatre-vault-0000012137,1904,Broadway/Drama/Original,1900,/production/the-coronet-of-the-duchess-garrick-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef76ad90000,0
A Texas Ranger,/production/a-texas-ranger-haverlys-14th-street-theatre-vault-0000000086,1904,Broadway/Drama/Original,1900,/production/a-texas-ranger-haverlys-14th-street-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-ae98-d936-a7fd-eefc62390003,0
Her Mad Marriage,/production/her-mad-marriage-american-theatre-vault-0000001180,1904,Broadway/Drama/Original,1900,/production/her-mad-marriage-american-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea2-d936-a7fd-eef62ed80000,0
The West Point Cadet,/production/the-west-point-cadet-princess-theatre-vault-0000012909,1904,Broadway/Musical/Original,1900,/production/the-west-point-cadet-princess-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef7e2e00003,0
Love's Lottery,/production/loves-lottery-broadway-theatre-vault-0000002240,1904,Broadway/Comedy/Opera/Original,1900,/production/loves-lottery-broadway-theatre,False,True,False,False,Other,,00000150-ae98-d936-a7fd-eefc62360005,0
Love's Lottery,/production/loves-lottery-academy-of-music-vault-0000000740,1904,Broadway/Comedy/Opera/Original,1900,/production/loves-lottery-academy-of-music,False,True,False,False,Other,,00000150-aea1-d936-a7fd-eef5dd610004,0
After Midnight,/production/after-midnight-star-theatre-vault-0000013013,1904,Broadway/Drama/Original,1900,/production/after-midnight-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea8-d936-a7fd-eefc2a510003,0
The Harvester,/production/the-harvester-lyric-theatre-vault-0000007541,1904,Broadway/Drama/Original/Play,1900,/production/the-harvester-lyric-theatre,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea4-d936-a7fd-eef4c4bb0000,0
The Sorceress,/production/the-sorceress-new-amsterdam-theatre-vault-0000008858,1904,Broadway/Original/Play,1900,/production/the-sorceress-new-amsterdam-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5a95b0000,0
The Sho-gun,/production/the-sho-gun-wallacks-theatre-vault-0000009272,1904,Broadway/Comedy/Musical/Opera/Original,1900,/production/the-sho-gun-wallacks-theatre,True,True,False,False,Other,,00000150-aea6-d936-a7fd-eef600bd0009,0
Joseph Entangled,/production/joseph-entangled-garrick-theatre-vault-0000012136,1904,Broadway/Comedy/Original,1900,/production/joseph-entangled-garrick-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef76ad80005,0
A Prisoner of War,/production/a-prisoner-of-war-star-theatre-vault-0000013012,1904,Broadway/Drama/Original,1900,/production/a-prisoner-of-war-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7dae40003,0
Much Ado About Nothing,/production/much-ado-about-nothing-knickerbocker-theatre-vault-0000000634,1904,Broadway/Comedy/Play with Music,1900,/production/much-ado-about-nothing-knickerbocker-theatre,False,True,False,True,Other,"The anti-romantic wits Beatrice and Benedick, who profess to hate each other, are forced by their friends' trickery to admit their true feelings as they help to save the wedding of his fellow soldier Claudio and her cousin Hero.",00000150-aea1-d936-a7fd-eef5d4d80004,0
A Message from Mars,/production/a-message-from-mars-princess-theatre-vault-0000012908,1904,Broadway/Drama,1900,/production/a-message-from-mars-princess-theatre,False,False,True,False,Other,,00000150-aea7-d936-a7fd-eef7e2e00002,0
Granny,/production/granny-lyceum-theatre-vault-0000007371,1904,Broadway/Original/Play,1900,/production/granny-lyceum-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4ac2e0000,0
The Cingalee,/production/the-cingalee-dalys-theatre-vault-0000012778,1904,Broadway/Musical/Original,1900,/production/the-cingalee-dalys-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef7dad20000,0
The Errand Boy,/production/the-errand-boy-haverlys-14th-street-theatre-vault-0000000085,1904,Broadway/Musical/Original,1900,/production/the-errand-boy-haverlys-14th-street-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-ae98-d936-a7fd-eefc62290004,0
Lew Dockstader's Minstrels,/production/lew-dockstaders-minstrels-herald-square-theatre-vault-0000005713,1904,Broadway/Musical/Original,1900,/production/lew-dockstaders-minstrels-herald-square-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea3-d936-a7fd-eef7ea270002,0
Bird Center,/production/bird-center-majestic-theatre-vault-0000007814,1904,Broadway/Comedy/Original/Play,1900,/production/bird-center-majestic-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea4-d936-a7fd-eef4f9750000,0
The Way to Kenmare,/production/the-way-to-kenmare-haverlys-14th-street-theatre-vault-0000000084,1904,Broadway/Comedy/Original,1900,/production/the-way-to-kenmare-haverlys-14th-street-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-ae98-d936-a7fd-eefc622f0002,0
His Last Dollar,/production/his-last-dollar-american-theatre-vault-0000001179,1904,Broadway/Original,1900,/production/his-last-dollar-american-theatre,False,False,False,False,Broadway/Original,,00000150-aea2-d936-a7fd-eef629b30004,0
Little Johnny Jones,/production/little-johnny-jones-liberty-theatre-vault-0000006678,1904,Broadway/Original,1900,/production/little-johnny-jones-liberty-theatre,False,False,False,False,Broadway/Original,"An American jockey rides his horse in a London race but is accused of throwing it, until he finds out he was framed by a gambler and clears his name.",00000150-aea4-d936-a7fd-eef44f1c0001,0
Amoureuse,/production/amoureuse-lyric-theatre-vault-0000007529,1904,Broadway/Original/Play,1900,/production/amoureuse-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b80000,0
Lolotte,/production/lolotte-lyric-theatre-vault-0000007530,1904,Broadway/Original/Play,1900,/production/lolotte-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b80001,0
La Robe Rouge,/production/la-robe-rouge-lyric-theatre-vault-0000007531,1904,Broadway/Original/Play,1900,/production/la-robe-rouge-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b80002,0
La Petite Marquise,/production/la-petite-marquise-lyric-theatre-vault-0000007532,1904,Broadway/Original/Play,1900,/production/la-petite-marquise-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b80003,0
Incognito,/production/incognito-lyric-theatre-vault-0000007533,1904,Broadway/Original/Play,1900,/production/incognito-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b80004,0
L'hirondelle,/production/lhirondelle-lyric-theatre-vault-0000007534,1904,Broadway/Original/Play,1900,/production/lhirondelle-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b90000,0
Ma Cousine,/production/ma-cousine-lyric-theatre-vault-0000007535,1904,Broadway/Farce/Original/Play,1900,/production/ma-cousine-lyric-theatre,False,False,False,True,Other,,00000150-aea4-d936-a7fd-eef4c4b90001,0
Sapho,/production/sapho-lyric-theatre-vault-0000007536,1904,Broadway,1900,/production/sapho-lyric-theatre,False,False,False,False,Broadway,,00000150-aea4-d936-a7fd-eef4c4b90002,0
La Douleureuse,/production/la-douleureuse-lyric-theatre-vault-0000007537,1904,Broadway/Original/Play,1900,/production/la-douleureuse-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b90003,0
La Parisienne,/production/la-parisienne-lyric-theatre-vault-0000007538,1904,Broadway/Original/Play,1900,/production/la-parisienne-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4b90004,0
La Pasarelle,/production/la-pasarelle-lyric-theatre-vault-0000007539,1904,Broadway/Original/Play,1900,/production/la-pasarelle-lyric-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4c4ba0000,0
Zaza,/production/zaza-lyric-theatre-vault-0000007540,1904,Broadway/Comedy/Drama/Play,1900,/production/zaza-lyric-theatre,False,True,True,True,Other,,00000150-aea4-d936-a7fd-eef4c4ba0001,0
Mrs. Black Is Back,/production/mrs-black-is-back-new-york-theatre-vault-0000011761,1904,Broadway,1900,/production/mrs-black-is-back-new-york-theatre,False,False,False,False,Broadway,,00000150-aea7-d936-a7fd-eef70d4e0000,0
Tracked Around the World,/production/tracked-around-the-world-star-theatre-vault-0000013011,1904,Broadway/Drama/Original,1900,/production/tracked-around-the-world-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7e2e50001,0
David Garrick,/production/david-garrick-lyceum-theatre-vault-0000007370,1904,Broadway/Comedy/Original/Play,1900,/production/david-garrick-lyceum-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea4-d936-a7fd-eef4ac2d0004,0
Humpty Dumpty,/production/humpty-dumpty-new-amsterdam-theatre-vault-0000008857,1904,Broadway/Original,1900,/production/humpty-dumpty-new-amsterdam-theatre,False,False,False,False,Broadway/Original,,00000150-aea5-d936-a7fd-eef5a95a0004,0
The Climbers,/production/the-climbers-princess-theatre-vault-0000012907,1904,Broadway,1900,/production/the-climbers-princess-theatre,False,False,False,False,Broadway,"Upon the death of its patriarch and facing financial ruin, the Hunter family struggles to maintain their social and economic standing. Funds are stolen for dangerous financial schemes, dubious marriages are contemplated, and summer dresses are sold on the cheap.",00000150-aea7-d936-a7fd-eef7e2e00001,0
Why Girls Leave Home,/production/why-girls-leave-home-star-theatre-vault-0000013010,1904,Broadway/Drama/Original,1900,/production/why-girls-leave-home-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea8-d936-a7fd-eefc2a510002,0
Sunday,/production/sunday-hudson-theatre-vault-0000006020,1904,Broadway/Comedy/Original,1900,/production/sunday-hudson-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea4-d936-a7fd-eef442a90000,0
The Rich Mrs. Repton,/production/the-rich-mrs-repton-criterion-theatre-vault-0000011868,1904,Broadway/Original/Play,1900,/production/the-rich-mrs-repton-criterion-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea7-d936-a7fd-eef77a450004,0
A China Doll,/production/a-china-doll-majestic-theatre-vault-0000007813,1904,Broadway/Musical/Original,1900,/production/a-china-doll-majestic-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea4-d936-a7fd-eef4dee50004,0
Hedda Gabler,/production/hedda-gabler-manhattan-theatre-vault-0000010686,1904,Broadway/Drama/Original,1900,/production/hedda-gabler-manhattan-theatre,False,False,True,False,Broadway/Drama/Original,"Ibsen's Hedda Gabler presents a psychological study of a cultivated woman, recently returned from her honeymoon, whose boredom and dissatisfaction in a stifling environment lead her to destroy others — and herself.",00000150-aea6-d936-a7fd-eef6816c0004,0
The Two Roses,/production/the-two-roses-broadway-theatre-vault-0000002239,1904,Broadway/Musical/Original,1900,/production/the-two-roses-broadway-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-ae98-d936-a7fd-eefc621d0004,0
The Baroness Fiddlesticks,/production/the-baroness-fiddlesticks-casino-theatre-vault-0000003010,1904,Broadway/Opera/Original,1900,/production/the-baroness-fiddlesticks-casino-theatre,False,False,False,False,Other,,00000150-aea2-d936-a7fd-eef6e10c0002,0
Woodland,/production/woodland-herald-square-theatre-vault-0000005712,1904,Broadway/Musical/Original,1900,/production/woodland-herald-square-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea3-d936-a7fd-eef7ea270001,0
Woodland,/production/woodland-new-york-theatre-vault-0000011765,1904,Broadway/Musical/Original,1900,/production/woodland-new-york-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea7-d936-a7fd-eef70d4f0000,0
Woodland,/production/woodland-grand-opera-house-vault-0000012476,1904,Musical/Off-Broadway/Original,1900,/production/woodland-grand-opera-house,True,False,False,False,Other,,00000150-aea7-d936-a7fd-eef76af50003,0
The Second Fiddle,/production/the-second-fiddle-criterion-theatre-vault-0000011867,1904,Broadway/Comedy/Original,1900,/production/the-second-fiddle-criterion-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef77a450003,0
A Race for Life,/production/a-race-for-life-star-theatre-vault-0000013009,1904,Broadway/Drama/Original,1900,/production/a-race-for-life-star-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7dae40002,0
Hedda Gabler,/production/hedda-gabler-dalys-theatre-vault-0000012777,1904,Broadway/Drama,1900,/production/hedda-gabler-dalys-theatre,False,False,True,False,Other,"Ibsen's Hedda Gabler presents a psychological study of a cultivated woman, recently returned from her honeymoon, whose boredom and dissatisfaction in a stifling environment lead her to destroy others — and herself.",00000150-aea7-d936-a7fd-eef7e2d90005,0
The Usurper,/production/the-usurper-knickerbocker-theatre-vault-0000000633,1904,Broadway/Comedy/Original/Play,1900,/production/the-usurper-knickerbocker-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea1-d936-a7fd-eef5dd590000,0
It Happened in Nordland,/production/it-happened-in-nordland-lew-m-fields-theatre-vault-0000006562,1904,Broadway/Musical/Original,1900,/production/it-happened-in-nordland-lew-m-fields-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea4-d936-a7fd-eef44f110006,0
Brother Jacques,/production/brother-jacques-garrick-theatre-vault-0000012135,1904,Broadway/Comedy/Original,1900,/production/brother-jacques-garrick-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea7-d936-a7fd-eef77a510001,0
Judith of Bethulia,/production/judith-of-bethulia-dalys-theatre-vault-0000012776,1904,Broadway/Original/Play,1900,/production/judith-of-bethulia-dalys-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea7-d936-a7fd-eef7dad10004,0
Richard III,/production/king-richard-iii-princess-theatre-vault-0000012904,1904,Broadway/Play,1900,/production/king-richard-iii-princess-theatre,False,False,False,True,Other,"Richard, Duke of York, plots murders, marriages, and other intrigues in order to secure his own place on the throne. This tale of ruthless ambition is part of Shakespeare's cycle of plays about the Wars of the Roses.",00000150-aea7-d936-a7fd-eef7e2df0004,0
