"document_id","borough","doc_type","party_type","name","address_1","address_2","country","city","state","zip","recorded / filed","doc_amount"
"2018030400014018",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS LLC","C/O NOTIAS DEVELOPMENT LLC","29-10 120TH STREET","US","FLUSHING","NY","11354","2018-03-08 00:00:00",38150901
"2018030400014018",2,"MORTGAGE","2","NEW YORK CITY HOUSING DEVELOPMENT CORPORATION","110 WILLIAM STREET, 10TH FLOOR","","US","NEW YORK","NY","10038","2018-03-08 00:00:00",38150901
"2018031401030005",2,"AGREEMENT","1","KABALA MGMT LLC","40 POOL DRIVE","","US","ROSLYN","NY","11577","2018-03-15 00:00:00",27800000
"2018031401030005",2,"AGREEMENT","1","MERABI LLC","40 POOL DRIVE","","US","ROSLYN","NY","11577","2018-03-15 00:00:00",27800000
"2018031401030005",2,"AGREEMENT","2","ORITANI FINANCE COMPANY","C/O ORITANI BANK","370 PASCACK ROAD","US","TOWNSHIP OF WASHINGTON","NJ","07676","2018-03-15 00:00:00",27800000
"2018030900658001",2,"MORTGAGE","1","BR-2012 REALTY LLC","49-12 31ST PLACE","","US","LONG ISLAND CITY","NY","11101","2018-03-15 00:00:00",26500000
"2018030900658001",2,"MORTGAGE","1","NEW YORK CITY INDUSTRIAL DEVELOPMENT AGENCY","110 WILLIAM STREET","","US","NEW YORK","NY","10038","2018-03-15 00:00:00",26500000
"2018030900658001",2,"MORTGAGE","2","FLUSHING BANK","225 PARK AVENUE SOUTH","2ND FLOOR","US","NEW YORK","NY","10003","2018-03-15 00:00:00",26500000
"2018030900658002",2,"ASSIGNMENT OF LEASES AND RENTS","1","BR-2012 REALTY LLC","49-12 31ST PLACE","","US","LONG ISLAND CITY","NY","11101","2018-03-15 00:00:00",26500000
"2018030900658002",2,"ASSIGNMENT OF LEASES AND RENTS","2","FLUSHING BANK","225 PARK AVENUE SOUTH","2ND FLOOR","US","NEW YORK","NY","10003","2018-03-15 00:00:00",26500000
"2018013000995001",2,"AGREEMENT","1","BDG SUFKA, LLC","C/O BLUMENFELD DEVELOPMENT GROUP LTD.","300 ROBBINS LANE","US","SYOSSET","NY","11791","2018-03-05 00:00:00",25000000
"2018013000995001",2,"AGREEMENT","2","VNB NEW YORK, LLC","ONE PENN PLAZA","29TH FLOOR","US","NEW YORK","NY","10119","2018-03-05 00:00:00",25000000
"2018032701220003",2,"AGREEMENT","1","2995 INDEPENDENCE AVENUE LLC","2701 FLATBUSH AVENUE","SUITE 22","US","BROOKLYN","NY","11234","2018-03-30 00:00:00",22240000
"2018032701220003",2,"AGREEMENT","1","BON SECOURS NEW YORK HOUSING DEVELOPMENT FUND CORP","2975 INDEPENDENCE AVENUE","","US","BRONX","NY","10463","2018-03-30 00:00:00",22240000
"2018032701220003",2,"AGREEMENT","1","HP 2995 INDEPENDENCE AVENUE HDFC","242 WEST 36TH STREET","3RD FLOOR","US","NEW YORK","NY","10018","2018-03-30 00:00:00",22240000
"2018032701220003",2,"AGREEMENT","1","SCHERVIER APARTMENTS LLC","2975 INDEPENDENCE AVENUE","","US","BRONX","NY","10463","2018-03-30 00:00:00",22240000
"2018032701220003",2,"AGREEMENT","2","RED MORTGAGE CAPITAL LLC","TWO MIRANOVA PLACE","","US","COLUMBUS","OH","43215","2018-03-30 00:00:00",22240000
"2018032701220003",2,"AGREEMENT","2","US DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT","TWO MIRANOVA PLACE","","US","COLUMBUS","OH","43215","2018-03-30 00:00:00",22240000
"2018030400014016",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC.","C/O MOUNT HOPE HOUSING COMPANY, INC.","2003 WALTON AVENUE","US","BRONX","NY","10453","2018-03-08 00:00:00",17700352
"2018030400014016",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS LLC","C/O NOTIAS DEVELOPMENT LLC","29-10 120TH STREET","US","FLUSHING","NY","11354","2018-03-08 00:00:00",17700352
"2018030400014016",2,"MORTGAGE","2","NEW YORK CITY HOUSING DEVELOPMENT CORPORATION","110 WILLIAM STREET, 10TH FLOOR","","US","NEW YORK","NY","10038","2018-03-08 00:00:00",17700352
"2018030700955003",2,"AGREEMENT","1","LINCOLN CORNERS, L.L.C.","545 BROADWAY, SUITE 4","","US","BROOKLYN","NY","11206","2018-03-07 00:00:00",15600000
"2018030700955003",2,"AGREEMENT","2","CAPITAL ONE, NATIONAL ASSOCIATION","275 BROADHOLLOW ROAD","","US","MELVILLE","NY","11747","2018-03-07 00:00:00",15600000
"2018030700955004",2,"ASSIGNMENT OF LEASES AND RENTS","1","LINCOLN CORNERS, L.L.C.","545 BROADWAY, SUITE 4","","US","BROOKLYN","NY","11206","2018-03-07 00:00:00",15600000
"2018030700955004",2,"ASSIGNMENT OF LEASES AND RENTS","2","CAPITAL ONE, NATIONAL ASSOCIATION","275 BROADHOLLOW ROAD","","US","MELVILLE","NY","11747","2018-03-07 00:00:00",15600000
"2018030800187005",2,"AGREEMENT","1","LACONIA NURSING HOME, INC.","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",15000000
"2018030800187005",2,"AGREEMENT","1","LNH REALTY LLC","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",15000000
"2018030800187005",2,"AGREEMENT","2","METROPOLITAN COMMERCIAL BANK","99 PARK AVENUE","","US","NEW YORK","NY","10016","2018-03-08 00:00:00",15000000
"2018030800187006",2,"ASSIGNMENT OF LEASES AND RENTS","1","LACONIA NURSING HOME, INC.","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",15000000
"2018030800187006",2,"ASSIGNMENT OF LEASES AND RENTS","1","LNH REALTY LLC","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",15000000
"2018030800187006",2,"ASSIGNMENT OF LEASES AND RENTS","2","METROPOLITAN COMMERCIAL BANK","99 PARK AVENUE","","US","NEW YORK","NY","10016","2018-03-08 00:00:00",15000000
"2018032400050003",2,"AGREEMENT","1","IVORY BAINBRIDGE LLC","1651 CONEY ISLAND AVE","4TH FLOOR","US","BROOKLYN","NY","11230","2018-03-26 00:00:00",13925000
"2018032400050003",2,"AGREEMENT","2","NEW YORK COMMUNITY BANK","NYCB PLAZA","102 DUFFY AVE. - 3RD FLOOR","US","HICKSVILLE","NY","11801","2018-03-26 00:00:00",13925000
"2018030400014024",2,"AGREEMENT","1","MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC.","C/O THE MOUNT HOPE HOUSING COMPANY, INC.","2003-2005 WALTON AVENUE","US","BRONX","NY","10453","2018-03-08 00:00:00",13689223.46
"2018030400014024",2,"AGREEMENT","1","MOUNT HOPE PRESERVATION APARTMENTS LLC","C/O NOTIAS DEVELOPMENT LLC","29-10 120TH STREET","US","FLUSHING","NY","11354","2018-03-08 00:00:00",13689223.46
"2018030400014024",2,"AGREEMENT","2","THE CITY OF NEW YORK","DEPARTMENT OF HOUSING PRESERVATION AND DEVELOPMENT","100 GOLD STREET","US","NEW YORK","NY","10038","2018-03-08 00:00:00",13689223.46
"2018022600766008",2,"MORTGAGE","1","AG HABITAT TILDEN STREET LLC","111 JOHN STREET","23RD FLOOR","US","NEW YORK","NY","10038","2018-03-06 00:00:00",13405000
"2018022600766008",2,"MORTGAGE","1","HABITAT FOR HUMANITY ALMAT TILDEN STREET HOUSING","DEVELOPMENT FUND CORPORATION","111 JOHN STREET 23RD FLOOR","US","NEW YORK","NY","10038","2018-03-06 00:00:00",13405000
"2018022600766008",2,"MORTGAGE","2","JPMORGAN CHASE BANK N.A.","270 PARK AVENUE","45TH FLOOR","US","NEW YORK","NY","10017","2018-03-06 00:00:00",13405000
"2018030800015002",2,"MORTGAGE AND CONSOLIDATION","1","GOLDA RIVKA LLC","720 EAST PALISADES AVENUE, SUITE 105","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-08 00:00:00",12800000
"2018030800015002",2,"MORTGAGE AND CONSOLIDATION","2","SIGNATURE BANK","565 FIFTH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-08 00:00:00",12800000
"2018030800015003",2,"ASSIGNMENT OF LEASES AND RENTS","1","GOLDA RIVKA LLC","720 EAST PALISADES AVENUE, SUITE 105","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-08 00:00:00",12800000
"2018030800015003",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","565 FIFTH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-08 00:00:00",12800000
"2018030800012002",2,"MORTGAGE AND CONSOLIDATION","1","GOLDA RIVKA 2 LLC","720 EAST PALISADES AVENUE, SUITE 105","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-08 00:00:00",12300000
"2018030800012002",2,"MORTGAGE AND CONSOLIDATION","2","SIGNATURE BANK","565 FIFTH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-08 00:00:00",12300000
"2018030800012003",2,"ASSIGNMENT OF LEASES AND RENTS","1","GOLDA RIVKA 2 LLC","720 EAST PALISADES AVENUE, SUITE 105","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-08 00:00:00",12300000
"2018030800012003",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","565 FIFTH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-08 00:00:00",12300000
"2018022800178001",2,"MORTGAGE","1","NELSON AVENUE ASSOCIATES, L.P.","C/O ATLANTIC DEVELOPMENT GROUP, LLC","183 MADISON AVENUE, SUITE 1601","US","NEW YORK","NY","10016","2018-03-02 00:00:00",11000000
"2018022800178001",2,"MORTGAGE","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-02 00:00:00",11000000
"2018022800178002",2,"ASSIGNMENT OF LEASES AND RENTS","1","NELSON AVENUE ASSOCIATES, L.P.","C/O ATLANTIC DEVELOPMENT GROUP, LLC","183 MADISON AVENUE, SUITE 1601","US","NEW YORK","NY","10016","2018-03-02 00:00:00",11000000
"2018022800178002",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-02 00:00:00",11000000
"2018010801258001",2,"AGREEMENT","1","TOWNSEND REALTY ESTATES, LLC","1274 49TH STREET, SUITE 175","","US","BROOKLYN","NY","11219","2018-03-05 00:00:00",10658806.84
"2018010801258001",2,"AGREEMENT","2","SIGNATURE BANK","565 5TH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-05 00:00:00",10658806.84
"2018010801276001",2,"AGREEMENT","1","PARKCHESTER APARTMENTS LLC","1274 49TH STREET, SUITE 175","","US","BROOKLYN","NY","11219","2018-03-05 00:00:00",10365518.12
"2018010801276001",2,"AGREEMENT","2","SIGNATURE BANK","565 5TH AVENUE, 12TH FLOOR","","US","NEW YORK","NY","10017","2018-03-05 00:00:00",10365518.12
"2018030100832003",2,"AGREEMENT","1","4 DDDD CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832003",2,"AGREEMENT","1","FABRIZIO REALTY CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832003",2,"AGREEMENT","1","PALMANA REALTY CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832003",2,"AGREEMENT","2","VALLEY NATIONAL BANK","TWO JERICHO PLAZA","WING C","US","JERICHO","NY","11753","2018-03-27 00:00:00",10000000
"2018030100832004",2,"ASSIGNMENT OF LEASES AND RENTS","1","4 DDDD CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832004",2,"ASSIGNMENT OF LEASES AND RENTS","1","FABRIZIO REALTY CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832004",2,"ASSIGNMENT OF LEASES AND RENTS","1","PALMANA REALTY CORP","C/O GASETERIA OIL CORP","275 MADISON AVE","US","NEW YORK","NY","10016","2018-03-27 00:00:00",10000000
"2018030100832004",2,"ASSIGNMENT OF LEASES AND RENTS","2","VALLEY NATIONAL BANK","TWO JERICHO PLAZA","WING C","US","JERICHO","NY","11753","2018-03-27 00:00:00",10000000
"2018030501409001",2,"MORTGAGE","1","1370 JEROME AVENUE LLC","1407 BROADWAY","47ST FLOOR","US","NEW YORK","NY","10018","2018-03-07 00:00:00",10000000
"2018030501409001",2,"MORTGAGE","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-07 00:00:00",10000000
"2018030501409002",2,"ASSIGNMENT OF LEASES AND RENTS","1","1370 JEROME AVENUE LLC","1407 BROADWAY","47ST FLOOR","US","NEW YORK","NY","10018","2018-03-07 00:00:00",10000000
"2018030501409002",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-07 00:00:00",10000000
"2018030200359004",2,"MORTGAGE","1","1314 SENECA HOUSING HOUSING DEVELOPMENT FUND","CORPORATION","247 WEST 37TH STREET, 4TH FLOOR","US","NEW YORK","NY","10018","2018-03-06 00:00:00",9435000
"2018030200359004",2,"MORTGAGE","1","1314 SENECA LLC","28 EAST 28TH STREET, 9TH FLOOR","","US","NEW YORK","NY","10018","2018-03-06 00:00:00",9435000
"2018030200359004",2,"MORTGAGE","2","NEW YORK COMMUNITY BANK","102 DUFFY AVENUE, 3RD FLOOR","","US","HICKSVILLE","NY","11801","2018-03-06 00:00:00",9435000
"2018030200359005",2,"ASSIGNMENT OF LEASES AND RENTS","1","1314 SENECA HOUSING HOUSING DEVELOPMENT FUND","CORPORATION","247 WEST 37TH STREET, 4TH FLOOR","US","NEW YORK","NY","10018","2018-03-06 00:00:00",9435000
"2018030200359005",2,"ASSIGNMENT OF LEASES AND RENTS","1","1314 SENECA LLC","28 EAST 28TH STREET, 9TH FLOOR","","US","NEW YORK","NY","10018","2018-03-06 00:00:00",9435000
"2018030200359005",2,"ASSIGNMENT OF LEASES AND RENTS","2","NEW YORK COMMUNITY BANK","102 DUFFY AVENUE, 3RD FLOOR","","US","HICKSVILLE","NY","11801","2018-03-06 00:00:00",9435000
"2018030800187004",2,"MORTGAGE","1","LACONIA NURSING HOME, INC.","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",8705421.32
"2018030800187004",2,"MORTGAGE","1","LNH REALTY LLC","1050 EAST 230TH STREET","","US","BRONX","NY","10466","2018-03-08 00:00:00",8705421.32
"2018030800187004",2,"MORTGAGE","2","METROPOLITAN COMMERCIAL BANK","99 PARK AVENUE","","US","NEW YORK","NY","10016","2018-03-08 00:00:00",8705421.32
"2018022800350001",2,"MORTGAGE","1","MARMION ASSOCIATES, L.P.","C/O ATLANTIC DEVELOPMENT GROUP, LLC","183 MADISON AVENUE,S SUITE 1601","US","NEW YORK","NY","10016","2018-03-02 00:00:00",8500000
"2018022800350001",2,"MORTGAGE","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-02 00:00:00",8500000
"2018022800350002",2,"ASSIGNMENT OF LEASES AND RENTS","1","MARMION ASSOCIATES, L.P.","C/O ATLANTIC DEVELOPMENT GROUP, LLC","183 MADISON AVENUE,S SUITE 1601","US","NEW YORK","NY","10016","2018-03-02 00:00:00",8500000
"2018022800350002",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-02 00:00:00",8500000
"2018031600722001",2,"MORTGAGE","1","1240 SHEVA REALTY ASSOCIATES LLC","C/O LANGSAM PROPERTY SERVICES CORP.","1601 BRONXDALE AVENUE, SUITE 201","US","BRONX","NY","10462","2018-03-16 00:00:00",8400000
"2018031600722001",2,"MORTGAGE","1","1240 SHEVA REALTY HOUSING DEVELOPMENT FUND CO, INC","C/O LANGSAM PROPERTY SERVICES CORP.","1601 BRONXDALE AVENUE, SUITE 201","US","BRONX","NY","10462","2018-03-16 00:00:00",8400000
"2018031600722001",2,"MORTGAGE","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-16 00:00:00",8400000
"2018031600722002",2,"ASSIGNMENT OF LEASES AND RENTS","1","1240 SHEVA REALTY ASSOCIATES LLC","C/O LANGSAM PROPERTY SERVICES CORP.","1601 BRONXDALE AVENUE, SUITE 201","US","BRONX","NY","10462","2018-03-16 00:00:00",8400000
"2018031600722002",2,"ASSIGNMENT OF LEASES AND RENTS","1","1240 SHEVA REALTY HOUSING DEVELOPMENT FUND CO, INC","C/O LANGSAM PROPERTY SERVICES CORP.","1601 BRONXDALE AVENUE, SUITE 201","US","BRONX","NY","10462","2018-03-16 00:00:00",8400000
"2018031600722002",2,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-16 00:00:00",8400000
"2018022600068004",2,"AGREEMENT","1","27 BRUCKNER BLVD, INC.","27 BRUCKNER BOULEVARD","","US","BRONX","NY","10454","2018-03-07 00:00:00",8325000
"2018022600068004",2,"AGREEMENT","2","DIME COMMUNITY BANK","300 CADMAN PLAZA WEST, 8TH FLOOR","","US","BROOKLYN","NY","11201","2018-03-07 00:00:00",8325000
"2018022600068005",2,"ASSIGNMENT OF LEASES AND RENTS","1","27 BRUCKNER BLVD, INC.","27 BRUCKNER BOULEVARD","","US","BRONX","NY","10454","2018-03-07 00:00:00",8325000
"2018022600068005",2,"ASSIGNMENT OF LEASES AND RENTS","2","DIME COMMUNITY BANK","300 CADMAN PLAZA WEST, 8TH FLOOR","","US","BROOKLYN","NY","11201","2018-03-07 00:00:00",8325000
"2018030100174007",2,"AGREEMENT","1","2150 CRESTON AVE. LLC","75 BROADWAY, SUITE 230","","US","SAN FRANCISCO","CA","94111","2018-03-05 00:00:00",8160000
"2018030100174007",2,"AGREEMENT","2","INVESTORS BANK","101 JFK PARKWAY","","US","SHORT HILLS","NJ","07078","2018-03-05 00:00:00",8160000
"2018030100174008",2,"ASSIGNMENT OF LEASES AND RENTS","1","2150 CRESTON AVE. LLC","75 BROADWAY, SUITE 230","","US","SAN FRANCISCO","CA","94111","2018-03-05 00:00:00",8160000
"2018030100174008",2,"ASSIGNMENT OF LEASES AND RENTS","2","INVESTORS BANK","101 JFK PARKWAY","","US","SHORT HILLS","NJ","07078","2018-03-05 00:00:00",8160000
"2018030100500006",2,"ASSIGNMENT OF LEASES AND RENTS","1","1984 ANTHONY LLC","2068 TENBROECK AVENUE","","US","BRONX","NY","10461","2018-03-13 00:00:00",7973950
"2018030100500006",2,"ASSIGNMENT OF LEASES AND RENTS","2","NORTHEAST COMMUNITY BANK","325 HAMILTON AVENUE","","US","WHITE PLAINS","NY","10601","2018-03-13 00:00:00",7973950
"2018030200164003",2,"AGREEMENT","1","POM REALTY  HOLDINGS INC.","160 OAK STREET","","US","SYOSSET","NY","11791","2018-03-12 00:00:00",7878125
"2018030200164003",2,"AGREEMENT","2","THE PAY-O-MATIC CORP.","C/O MORRISON COHEN LLP","909 THIRD AVENUE","US","NEW YORK","NY","10022","2018-03-12 00:00:00",7878125
"2018030900355003",2,"AGREEMENT","1","1501 UNDERCLIFF ASSOCIATES LLC","1651 CONEY ISLAND AVE","4TH FLOOR","US","BROOKLYN","NY","11230","2018-03-12 00:00:00",7650000
"2018030900355003",2,"AGREEMENT","2","NEW YORK COMMUNITY BANK","NYCB PLAZA, 102 DUFFY AVENUE","3RD FLOOR","US","HICKSVILLE","NY","11801","2018-03-12 00:00:00",7650000
"2018032000354001",2,"MORTGAGE","1","1963 CONCOURSE HOLDINGS LLC","32 FARMSTEAD LANE","","US","BROOKVILLE","NY","11545","2018-03-30 00:00:00",7500000
"2018032000354001",2,"MORTGAGE","1","TUHSUR DEVELOPMENT LLC","32 FARMSTEAD LANE","","US","BROOKVILLE","NY","11545","2018-03-30 00:00:00",7500000
"2018032000354001",2,"MORTGAGE","2","63-36 99TH STREET 1 LLC","825 THIRD AVENUE 37TH FLOOR","","US","NEW YORK","NY","10022","2018-03-30 00:00:00",7500000
"2018030400014015",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC.","C/O MOUNT HOPE HOUSING COMPANY, INC.","2003 WALTON AVENUE","US","BRONX","NY","10453","2018-03-08 00:00:00",7480771
"2018030400014015",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS LLC","C/O NOTIAS DEVELOPMENT LLC","29-10 120TH STREET","US","FLUSHING","NY","11354","2018-03-08 00:00:00",7480771
"2018030400014015",2,"MORTGAGE","2","NEW YORK CITY HOUSING DEVELOPMENT CORPORATION","110 WILLIAM STREET, 10TH FLOOR","","US","NEW YORK","NY","10038","2018-03-08 00:00:00",7480771
"2018030600289006",2,"AGREEMENT","1","1422 NELSON LLC","PO BOX 243","","US","BROOKLYN","NY","11204","2018-03-09 00:00:00",7360000
"2018030600289006",2,"AGREEMENT","2","BANK OF NEW JERSEY","750 EAST PALISADE AVENUE","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-09 00:00:00",7360000
"2018030600289007",2,"ASSIGNMENT OF LEASES AND RENTS","1","1422 NELSON LLC","PO BOX 243","","US","BROOKLYN","NY","11204","2018-03-09 00:00:00",7360000
"2018030600289007",2,"ASSIGNMENT OF LEASES AND RENTS","2","BANK OF NEW JERSEY","750 EAST PALISADE AVENUE","","US","ENGLEWOOD CLIFFS","NJ","07632","2018-03-09 00:00:00",7360000
"2018030100758005",2,"AGREEMENT","1","114 E. 168TH ST. LLC","75 BROADWAY, SUITE 230","","US","SAN FRANCISCO","CA","94111","2018-03-02 00:00:00",7250000
"2018030100758005",2,"AGREEMENT","2","INVESTORS BANK","101 JFK PARKWAY","","US","SHORT HILLS","NJ","07078","2018-03-02 00:00:00",7250000
"2018030100758006",2,"ASSIGNMENT OF LEASES AND RENTS","1","114 E. 168TH ST. LLC","75 BROADWAY, SUITE 230","","US","SAN FRANCISCO","CA","94111","2018-03-02 00:00:00",7250000
"2018030100758006",2,"ASSIGNMENT OF LEASES AND RENTS","2","INVESTORS BANK","101 JFK PARKWAY","","US","SHORT HILLS","NJ","07078","2018-03-02 00:00:00",7250000
"2018030100055004",3,"MORTGAGE","1","BROOKLYN RENAISSANCE FUNDING COMPANY LLC","C/O MUSS DEVELOPMENT LLC","118-35 QUEENS BLVD","US","FOREST HILLS","NY","11375","2018-03-05 00:00:00",198337912.11
"2018030100055004",3,"MORTGAGE","2","WILMINGTON TRUST, NATIONAL ASSOCIATION","25 S. CHARLES STREET","11TH FLOOR","US","BALTIMORE","MD","21201","2018-03-05 00:00:00",198337912.11
"2018030100055005",3,"ASSIGNMENT OF LEASES AND RENTS","1","BROOKLYN RENAISSANCE FUNDING COMPANY LLC","C/O MUSS DEVELOPMENT LLC","118-35 QUEENS BLVD","US","FOREST HILLS","NY","11375","2018-03-05 00:00:00",198337912.11
"2018030100055005",3,"ASSIGNMENT OF LEASES AND RENTS","2","WILMINGTON TRUST, NATIONAL ASSOCIATION","25 S. CHARLES STREET","11TH FLOOR","US","BALTIMORE","MD","21201","2018-03-05 00:00:00",198337912.11
"2018030500713017",3,"AGREEMENT","1","EVERGREEN GARDENS II LLC","199 LEE AVENUE, #693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",168882404
"2018030500713017",3,"AGREEMENT","2","MISHMERET TRUST COMPANY, LTD.","C/O JEFFREY ZWICK & ASSOCIATES, P.C.","266 BROADWAY, SUITE 403","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",168882404
"2018030500713018",3,"ASSIGNMENT OF LEASES AND RENTS","1","EVERGREEN GARDENS II LLC","199 LEE AVENUE, #693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",168882404
"2018030500713018",3,"ASSIGNMENT OF LEASES AND RENTS","2","MISHMERET TRUST COMPANY, LTD.","C/O JEFFREY ZWICK & ASSOCIATES, P.C.","266 BROADWAY, SUITE 403","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",168882404
"2018030500713005",3,"AGREEMENT","1","EVERGREEN GARDENS II LLC","199 LEE AVENUE, SUITE 693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",141625335.63
"2018030500713005",3,"AGREEMENT","1","EVERGREEN GARDENS I LLC","199 LEE AVENUE, SUITE 693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",141625335.63
"2018030500713005",3,"AGREEMENT","2","123 MELROSE STREET 1 LLC","825 THIRD AVENUE","37TH FLOOR","US","NEW YORK","NY","10022","2018-03-14 00:00:00",141625335.63
"2018030500713005",3,"AGREEMENT","2","BANK OF THE OZARKS","8201 PRESTON ROAD, SUITE 700","","US","DALLAS","TX","75225","2018-03-14 00:00:00",141625335.63
"2018030500713001",3,"AGREEMENT","1","EVERGREEN GARDENS II LLC","199 LEE AVENUE, SUITE 693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",95000000
"2018030500713001",3,"AGREEMENT","1","EVERGREEN GARDENS I LLC","199 LEE AVENUE, SUITE 693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",95000000
"2018030500713001",3,"AGREEMENT","2","123 MELROSE STREET I LLC","825 THIRD AVENUE, 37TH FLOOR","","US","NEW YORK","NY","10022","2018-03-14 00:00:00",95000000
"2018030500713001",3,"AGREEMENT","2","BANK OF THE OZARKS","8201 PRESTON ROAD","SUITE 700","US","DALLAS","TX","75225","2018-03-14 00:00:00",95000000
"2018030900623009",3,"ASSIGNMENT OF LEASES AND RENTS","1","14 53RD STREET OWNER LLC","C/O MADISON REALTY CAPITAL","825 THIRD AVENUE, 37TH FLOOR","US","NEW YORK","NY","10022","2018-03-15 00:00:00",90000000
"2018030900623009",3,"ASSIGNMENT OF LEASES AND RENTS","2","TPG RE FINANCE 2, LTD.","C/O TPG RE FINANCE TRUST, INC.","888 SEVENTH AVENUE, 35TH FLOOR","US","NEW YORK","NY","10106","2018-03-15 00:00:00",90000000
"2018030500713003",3,"MORTGAGE","1","EVERGREEN GARDENS II LLC","199 LEE AVENUE, SUITE 693","","US","BROOKLYN","NY","11211","2018-03-14 00:00:00",82709429.19
"2018030500713003",3,"MORTGAGE","2","123 MELROSE STREET 1 LLC","825 THIRD AVENUE, 37TH FLOOR","","US","NEW YORK","NY","10022","2018-03-14 00:00:00",82709429.19
"2018031600460003",3,"AGREEMENT","1","ONE PPW OWNER, LLC","C/O 256 WEST 116TH STREET","","US","NEW YORK","NY","10026","2018-03-19 00:00:00",64000000
"2018031600460003",3,"AGREEMENT","2","CMTG LENDER 11 LLC","C/O 60 COLUMBUS CIRCLE","","US","NEW YORK","NY","10023","2018-03-19 00:00:00",64000000
"2018030900623006",3,"AGREEMENT","1","14 53RD STREET OWNER LLC","C/O MADISON REALTY CAPITAL","825 THIRD AVENUE, 37TH FLOOR","US","NEW YORK","NY","10022","2018-03-15 00:00:00",59430693.17
"2018030900623006",3,"AGREEMENT","2","TPG RE FINANCE 2, LTD.","C/O TPG RE FINANCE TRUST, INC.","888 SEVENTH AVENUE, 35TH FLOOR","US","NEW YORK","NY","10106","2018-03-15 00:00:00",59430693.17
